snapshot_date,0050_adjusted_close,0050_return_20d,0050_return_40d,0050_return_60d,0050_ma20,0050_ma40,0050_ma60,0050_ma20_slope,0050_ma40_slope,0050_ma60_slope,0050_price_vs_ma20,0050_price_vs_ma40,0050_price_vs_ma60,0050_bias20,0050_bias40,0050_bias60,0050_bias120,bias20_delta_5d,bias60_delta_5d,bias20_expanding_candidate,bias60_expanding_candidate,0050_close_vs_20d_high,0050_close_vs_40d_high,0050_close_vs_60d_high,0050_new_20d_high_flag,0050_new_40d_high_flag,0050_new_60d_high_flag,rolling_high_breakout_count,00631L_return_20d,00631L_return_60d,00631L_vs_0050_return_20d,00631L_vs_0050_return_60d,00631L_vs_0050_relation_source_quality,0050_bias40_source_quality,market_regime_feature_threshold_decided_by_core,diagnostic_only,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,not_live_rule,forward_returns_live_rule_usage
2017-06-22,15.01251220703125,0.04453161909514125,0.08282380154815483,0.07262947452483193,14.62802357673645,14.437426424026489,14.260476557413737,0.009450473939130122,0.009426966284080907,0.005219270064246606,0.026284386833110407,0.039832984502536695,0.05273566045214273,0.0262843868331104,0.039832984502536695,0.0527356604521427,0.0813411435307475,0.027323646830739,0.032323037969140905,True,True,0.0,0.0,0.0,True,True,True,3,0.08774746203845041,0.13806745312246638,0.04253124499136596,0.06399349782064467,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2017-06-23,15.003101348876951,0.04456100481987346,0.0719570778134977,0.07340065309222621,14.660025215148925,14.462604188919068,14.27757544517517,0.010739747598165428,0.009825009108858973,0.005601710571488727,0.023402151680715244,0.03737204952148243,0.05081576395710519,0.0234021516807152,0.03737204952148243,0.050815763957105,0.0795025163724985,0.0149661080444858,0.020630645236272498,True,True,-0.0006268676437706233,-0.0006268676437706233,-0.0006268676437706233,False,False,False,0,0.06390188561403654,0.13734240225895045,0.02883680870735761,0.06321846585855773,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2017-06-26,15.32311725616455,0.057142998130132794,0.09188444278087449,0.09703498246036157,14.701439142227173,14.494841027259827,14.300164794921875,0.011855002075915388,0.010167251604172423,0.006169972558353276,0.0422868882374734,0.05714282946235971,0.0715343127798036,0.0422868882374734,0.05714282946235971,0.0715343127798035,0.101122116335006,0.024569204764119695,0.031137056218427904,True,True,0.0,0.0,0.0,True,True,True,3,0.10477705834951512,0.17655971906216128,0.046947327726717836,0.08026344753114323,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2017-06-27,15.304292678833008,0.05653017797728688,0.09127544819048916,0.09494946241922242,14.742382335662843,14.526842713356018,14.322283538182576,0.012312151112134906,0.010194221802265702,0.006715106254872927,0.038115301202768626,0.05351816501476958,0.06856512357351674,0.0381153012027686,0.05351816501476958,0.0685651235735166,0.098374840317695,0.011132002202909396,0.017303236285298,True,True,-0.0012285083391873064,-0.0012285083391873064,-0.0012285083391873064,False,False,False,0,0.11667972382090541,0.17724818388205787,0.053934872758495844,0.07859965929651791,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2017-06-28,15.163111686706545,0.052941106740543864,0.08048287290910405,0.08851357147439187,14.78050184249878,14.555079412460326,14.342833598454794,0.012639043713085218,0.010157751041499852,0.006971518553957168,0.025886119990028877,0.041774576216031756,0.05719079724526144,0.0258861199900288,0.041774576216031756,0.0571907972452613,0.086848457559338,-6.902878648409883e-05,0.005846134784132602,False,True,-0.010442103051429341,-0.010442103051429341,-0.010442103051429341,False,False,False,0,0.08769933983566336,0.15879026347345437,0.04023492421384178,0.0688037288527863,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2017-06-29,15.181933403015137,0.04876461563891077,0.07247345849983855,0.09133951663113504,14.815797710418702,14.580727767944335,14.364011096954346,0.012836603160858884,0.009925684793750111,0.007260244012447403,0.02471251968693955,0.041232896233927896,0.056942472443105796,0.0247125196869394,0.041232896233927896,0.0569424724431059,0.0867634247039121,-0.001571867146171,0.004206811990963198,False,True,-0.009213781425095768,-0.009213781425095768,-0.009213781425095768,False,False,False,0,0.08091630293237895,0.16935089885532761,0.03622715243717334,0.07504964224579891,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2017-06-30,15.134873390197754,0.04145088804816299,0.06419589600266984,0.09090920964192084,14.845916938781738,14.603552436828613,14.385031779607138,0.012680177619389221,0.009745703198980937,0.007526231245955639,0.019463698511014815,0.03638299349884244,0.05212651748560093,0.0194636985110148,0.03638299349884244,0.0521265174856009,0.0820288009421671,-0.003938453169700398,0.0013107535284958977,False,True,-0.012284958916637279,-0.012284958916637279,-0.012284958916637279,False,False,False,0,0.06485413821329788,0.13473394425036522,,0.057707748664566294,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2017-07-03,15.144285202026367,0.03141034259463127,0.06344977576385213,0.07769595790398953,14.868976974487305,14.626141691207886,14.403228775660198,0.011396015766844902,0.009058441117162142,0.007207188323796299,0.01851561328068807,0.0354258506281222,0.05145071552417946,0.018515613280688,0.0354258506281222,0.0514507155241795,0.0813263515632038,-0.023771274956785396,-0.020083597255624003,False,False,-0.011670735865852544,-0.011670735865852544,-0.011670735865852544,False,False,False,0,0.06278675727211058,0.15156455785789902,0.031376414677479314,0.07024762002673146,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2017-07-04,15.059575080871582,0.02629896504465834,0.06453759269472448,0.07526855142081756,14.888272094726563,14.648966360092164,14.420798222223917,0.009895941900163852,0.008406757693043998,0.0068784201750164975,0.011505901091483528,0.02802987669478374,0.04429552711328033,0.0115059010914835,0.02802987669478374,0.0442955271132803,0.0740675824797108,-0.026609400111285098,-0.024269596460236298,False,False,-0.017198992273386504,-0.017198992273386504,-0.017198992273386504,False,False,False,0,0.0514672835872354,0.1459018565256205,0.02516831854257706,0.06627981939798189,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2017-07-05,15.200757026672363,0.03592041080791741,0.06671058215324677,0.08974338113054392,14.914626312255859,14.672732210159301,14.441661961873372,0.009074419203509487,0.008083281057075897,0.006890435055261657,0.019184571468705336,0.03598680933789966,0.052562860618330154,0.0191845714687052,0.03598680933789966,0.0525628606183302,0.0827857987383934,-0.0067015485213236005,-0.0046279366269310965,False,False,-0.00798533532352641,-0.00798533532352641,-0.00798533532352641,False,False,False,0,0.06499882422059544,0.16205857773583277,0.029078413412678028,0.07378378747205616,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2017-07-06,15.134873390197754,0.027476033912138043,0.05859128691555182,0.0835579527707222,14.934862613677979,14.693674468994141,14.461113913853962,0.008036347794864174,0.0077463006543554425,0.006760146329892747,0.013392207326808458,0.030026452684426053,0.046591118800213494,0.0133922073268084,0.030026452684426053,0.0465911188002135,0.0768575296028966,-0.011320312360131,-0.0103513536428924,False,False,-0.012284958916637279,-0.012284958916637279,-0.012284958916637279,False,False,False,0,0.05103499896146024,0.16255984732455353,0.0235589650493222,0.07460319704366714,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2017-07-07,15.050167083740234,0.02500037346562456,0.048524869042723795,0.08186761424766287,14.953216743469238,14.711087203025818,14.480095307032267,0.007227563317911523,0.00736360325080998,0.006608503121967146,0.006483577542828023,0.023049274063488223,0.0393693387108518,0.006483577542828,0.023049274063488223,0.0393693387108517,0.0696704277648828,-0.012980120968186801,-0.012757178774749196,False,False,-0.017812966373699668,-0.017812966373699668,-0.017812966373699668,False,False,False,0,0.04512855061681842,0.15046154679641055,0.02012817715119386,0.07078540221440455,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2017-07-10,15.125459671020508,0.04147734578082729,0.0503265144400582,0.08507752052009754,14.98333568572998,14.729205656051636,14.49986097017924,0.007691094783379926,0.0070465586222034915,0.0067090647537544346,0.00948547027654767,0.02690260589891791,0.043145151676136084,0.0094854702765476,0.02690260589891791,0.043145151676136,0.073804605270337,-0.0090301430041404,-0.008305563848043498,False,False,-0.012899306442657688,-0.012899306442657688,-0.012899306442657688,False,False,False,0,0.06845148297641379,0.1449330637874211,0.0269741371955865,0.06496028748443039,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2017-07-11,15.351354598999023,0.055663560394452194,0.06880744270096706,0.09610189752164255,15.02380838394165,14.753912806510925,14.522293408711752,0.009103560732416582,0.007164085426850653,0.007038111547211123,0.02180180994636971,0.04049378631439704,0.05708886103278488,0.0218018099463697,0.04049378631439704,0.0570888610327847,0.0885406556005066,0.0102959088548862,0.0127933339195044,True,True,0.0,0.0,0.0,True,True,True,3,0.10132361288620517,0.20949853085564363,0.04566005249175298,0.10072898066223135,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2017-07-12,15.351354598999023,0.06115819331014749,0.06601287620980623,0.10876955019341228,15.068045949935913,14.777678632736206,14.54739270210266,0.010286522402105591,0.0071524799249209625,0.007321230791055955,0.01880195016689057,0.03882043861692752,0.05526501644381665,0.0188019501668904,0.03882043861692752,0.0552650164438167,0.0872605077034131,-0.00038262130181480197,0.0027021558254864964,False,True,0.0,0.0,0.0,True,True,True,3,0.11397056599956512,0.20586449788179495,0.05281237268941763,0.09784792526114594,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2017-07-13,15.473713874816896,0.06892074636593248,0.07450962238972081,0.11684811283071661,15.117930841445922,14.804503440856934,14.57437450091044,0.012257777825172678,0.007542631497428287,0.00783207903147587,0.023533844485886357,0.04520316649818179,0.06170689341420954,0.0235338444858864,0.04520316649818179,0.0617068934142096,0.0945366062667041,0.010141637159078,0.015115774613996102,True,True,0.0,0.0,0.0,True,True,True,3,0.12971134786386873,0.22709160773247472,0.06079060149793625,0.11024349490175811,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2017-07-14,15.445478439331056,0.05598471785500192,0.07536062733582893,0.114810160397808,15.15887417793274,14.831563687324524,14.600885709126791,0.013753390858413317,0.008189502423310069,0.008341823691993433,0.01890669834937575,0.04139244957234034,0.057845307951169156,0.0189066983493758,0.04139244957234034,0.0578453079511692,0.0911676465530588,0.012423120806547798,0.018475969240317497,True,True,-0.001824735529832422,-0.001824735529832422,-0.001824735529832422,False,False,False,0,0.10071941520553107,0.24390239647497158,0.04473469735052915,0.11684181453252496,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2017-07-17,15.473713874816896,0.04646732831582101,0.08300388951512949,0.12912092901910532,15.193228912353515,14.86121220588684,14.630377388000488,0.014008444516359297,0.008962231427664724,0.009001218569589797,0.01846118189105428,0.041214785203553594,0.05764283889956889,0.0184611818910541,0.041214785203553594,0.0576428388995689,0.0917734722141424,0.008975711614506499,0.0144976872234329,True,True,0.0,0.0,0.0,True,True,True,3,0.08618817074866714,0.2513887549668925,0.039720842432846126,0.12226782594778718,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2017-07-18,15.511363983154297,0.03713045536489479,0.08635477888811383,0.13186826722423928,15.220995140075683,14.892037320137025,14.66049656867981,0.013124951483326708,0.009361890329536493,0.0095166208310562,0.019076863267244226,0.04158777269378833,0.05803810331310677,0.0190768632672443,0.04158777269378833,0.0580381033131068,0.0931055414247836,-0.0027249466791254007,0.0009492422803220948,False,True,0.0,0.0,0.0,True,True,True,3,0.0649505644016457,0.2328425883207177,0.027820109036750917,0.11175415782304277,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2017-07-19,15.567834854125977,0.03959774511770031,0.08744211992637352,0.12516987943893065,15.250643682479858,14.92333288192749,14.68936071395874,0.012118209165981497,0.009856368703851981,0.009759000445183519,0.02079854321234409,0.043187535740021765,0.059803428976487494,0.020798543212344,0.043187535740021765,0.0598034289764874,0.0956578242121451,0.0019965930454536006,0.004538412532670698,True,True,0.0,0.0,0.0,True,True,True,3,0.07073747607638614,0.23724956060768454,0.03113973095868583,0.11437139830228982,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2017-07-20,15.558423042297363,0.03636372298904322,0.08251467754521369,0.12219930631359466,15.277939224243164,14.952981400489808,14.717597357432048,0.010584013412640925,0.010029242806152583,0.009827032817954606,0.018358746813780025,0.04048969403437663,0.05713063514682437,0.01835874681378,0.04048969403437663,0.0571306351468242,0.0935080670999291,-0.005175097672106398,-0.004576258267385405,False,False,-0.0006045678102833962,-0.0006045678102833962,-0.0006045678102833962,False,False,False,0,0.06329687644815896,0.21524854348020583,0.026933153459115733,0.10361426787387007,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2017-07-21,15.45488739013672,0.03011284338844966,0.07601570676769587,0.10423675341683558,15.300528526306152,14.98027687072754,14.74191230138143,0.009344648336722994,0.010026804087428065,0.009658769684532498,0.010088466131426665,0.031682359645608615,0.04836381292869851,0.0100884661314267,0.031682359645608615,0.0483638129286985,0.0848584175175773,-0.008818232217949099,-0.009481495022470698,False,False,-0.007255181279066658,-0.007255181279066658,-0.007255181279066658,False,False,False,0,0.05509257381127619,0.19576451059288646,0.02497973042282653,0.09449047972088898,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2017-07-24,15.492535591125488,0.011056388339832024,0.0688311816481939,0.1039567412024811,15.3089994430542,15.005219292640685,14.76622716585795,0.0076198766811543805,0.009690130573386302,0.00928545957870397,0.011988774887215836,0.03247645295819224,0.049187136098440165,0.0119887748872157,0.03247645295819224,0.04918713609844,0.0860871310641253,-0.006472407003838398,-0.008455702801128902,False,False,-0.004836848778655423,-0.004836848778655423,-0.004836848778655423,False,False,False,0,0.018606189107471804,0.20014780486863937,0.0075498007676397805,0.09544966065478033,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2017-07-25,15.520776748657228,0.014145316896849058,0.07147513215585999,0.10671188522689468,15.31982364654541,15.031102991104126,14.791169691085816,0.006492907037958462,0.00933825694749335,0.008913280787853584,0.013117194215034766,0.03257736693327873,0.04932720486677433,0.0131171942150347,0.03257736693327873,0.0493272048667742,0.0866128181223702,-0.0059596690522095985,-0.008710898446332598,False,False,-0.0030227777921395527,-0.0030227777921395527,-0.0030227777921395527,False,False,False,0,0.02589515947337384,0.2009151073225688,0.011749842576524783,0.09494597660171955,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2017-07-26,15.464303970336914,0.019863487775693356,0.07385618954280981,0.10194503124698029,15.33488326072693,15.057692551612854,14.815014028549195,0.005523673623287539,0.009003328596125959,0.008554035606944455,0.00843962796517883,0.027003567600436096,0.04382648173916737,0.0084396279651788,0.027003567600436096,0.0438264817391673,0.0812729254160508,-0.0123589152471652,-0.0159769472373201,False,False,-0.006650307172395453,-0.006650307172395453,-0.006650307172395453,False,False,False,0,0.03648002125093508,0.17151744801870983,0.016616533475241724,0.07909692936024837,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2017-07-27,15.624307632446287,0.029138201155809007,0.079323729974492,0.1037234058678731,15.357001972198486,15.086399841308594,14.839485836029052,0.005174961543888301,0.008922531048852766,0.008281819079352104,0.01740610965159206,0.03565514614459775,0.052887398194872315,0.017406109651592,0.03565514614459775,0.0528873981948722,0.0910319488364496,-0.0009526371621880018,-0.004243236951952001,False,False,0.0,0.0,0.0,True,True,True,3,0.05682483246773384,0.19275825567625082,0.027686631311924836,0.09414820247941491,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2017-07-28,15.45488739013672,0.021144147802797386,0.06347147955440802,0.08669741131888076,15.373002672195435,15.109459805488587,14.860035848617553,0.004736708654519806,0.008623534523148901,0.008012769634035521,0.005326527269092773,0.022861676664486463,0.04003028980407919,0.0053265272690928,0.022861676664486463,0.0400302898040792,0.0779616269783059,-0.0047619388623339,-0.008333523124619296,False,False,-0.010843375994321836,-0.010843375994321836,-0.010843375994321836,False,False,False,0,0.039987018495659,0.16345555780573573,0.018842870692861613,0.07819492580856857,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2017-07-31,15.445396423339844,0.01988282822837939,0.051917697269413976,0.08459416498487315,15.388058233261109,15.128517603874206,14.880113871892293,0.005164203611149665,0.008217028277220262,0.0077126475676649875,0.0037261484983726056,0.02094579441045097,0.03798912806140131,0.0037261484983725,0.02094579441045097,0.0379891280614013,0.0760233744325408,-0.008262626388843201,-0.0111980080370387,False,False,-0.011450824786303326,-0.011450824786303326,-0.011450824786303326,False,False,False,0,0.037649825404550974,0.1832492038571496,0.017766997176171584,0.09143850943705845,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2017-08-01,15.53083610534668,0.03129311563867998,0.058415057237658496,0.09785029068464235,15.411621284484863,15.149946689605713,14.903184668223064,0.005992081897114643,0.007906518807829555,0.007573097968361253,0.007735384789258504,0.02514130402863346,0.04211525597357113,0.0077353847892585,0.02514130402863346,0.0421152559735711,0.0806360488938239,-0.0053818094257762,-0.0072119488932030976,False,False,-0.0059824428255303985,-0.0059824428255303985,-0.0059824428255303985,False,False,False,0,0.05545672926345224,0.17483200612785943,0.024163613624772262,0.08495817983147758,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2017-08-02,15.663736343383787,0.030457648648619662,0.06747211070823877,0.09920007827423505,15.434770250320435,15.174698281288148,14.926744890213012,0.006513710466210076,0.007770495331488325,0.0075417317491908165,0.014834434808551844,0.03222720168997828,0.04937388952456723,0.0148344348085517,0.03222720168997828,0.0493738895245672,0.0884981291115119,0.0063948068433729004,0.005547407785399902,True,True,0.0,0.0,0.0,True,True,True,3,0.05645328773307545,0.1872496555346499,0.02599563908445579,0.09166765850336267,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2017-08-03,15.60678005218506,0.031180086533987295,0.05951282556111637,0.0915982548457035,15.4583655834198,15.196614098548888,14.948571507136027,0.006600481747988107,0.007305537331611323,0.0073510411554909005,0.009600915954817824,0.026990614552444114,0.044031534701146846,0.0096009159548177,0.026990614552444114,0.0440315347011467,0.0832050051501218,-0.007805193696774298,-0.008855863493725497,False,False,-0.0036361880684224746,-0.0036361880684224746,-0.0036361880684224746,False,False,False,0,0.05531780520597773,0.16922093025747764,0.024137718671990438,0.08191758542782246,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2017-08-04,15.635258674621582,0.038876086067739735,0.06484837620393935,0.08928741209579405,15.487620162963868,15.220418453216553,14.969931523005167,0.007455764707290147,0.007343654184622794,0.00739538420412611,0.009532679010992862,0.027255506980976563,0.04444423480454596,0.0095326790109927,0.027255506980976563,0.0444442348045458,0.0838471521591766,0.0042061517418999,0.0044139450004665945,True,True,-0.0018180635921029031,-0.0018180635921029031,-0.0018180635921029031,False,False,False,0,0.07083208035037858,0.1653118215486027,0.031955994282638844,0.07958437238236016,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2017-08-07,15.749176025390623,0.04123619168844961,0.08442390525062304,0.09363797992496936,15.518805980682373,15.251070833206176,14.992405764261882,0.0084967021465161,0.008100808852586239,0.007546440392617093,0.01484457277157869,0.03266034219052494,0.0504769063103061,0.0148445727715786,0.03266034219052494,0.0504769063103061,0.0903610631360748,0.0111184242732061,0.012487778248904804,True,True,0.0,0.0,0.0,True,True,True,3,0.08449318964646069,0.1898121044842762,0.04325699795801108,0.09330713850279149,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2017-08-08,15.739686012268066,0.025296231076205045,0.08236786975691968,0.09584424274749859,15.538222551345825,15.281015467643737,15.015349388122559,0.008214662463086553,0.008651434933955926,0.007526224924170322,0.012965669674025238,0.030015711036712522,0.048239744905201665,0.0129656696740253,0.030015711036712522,0.0482397449052016,0.0884258520387662,0.0052302848847668,0.006124488931630499,True,True,-0.0006025720397853096,-0.0006025720397853096,-0.0006025720397853096,False,False,False,0,0.04884561531240794,0.17726586620411777,0.023549384236202897,0.08428688194749823,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2017-08-09,15.597288131713867,0.016020314763029342,0.07815828158034366,0.08309073802812961,15.550519227981567,15.309282588958741,15.03529216448466,0.007499235543122484,0.008868993977728667,0.007271999023900966,0.0030075461176977125,0.018812478055819426,0.03737845338028856,0.0030075461176977,0.018812478055819426,0.0373784533802884,0.0774209579969688,-0.011826888690854,-0.011995436144278802,False,False,-0.009644180332474828,-0.009644180332474828,-0.009644180332474828,False,False,False,0,0.03360395809466876,0.16385590760888302,0.01758364333163942,0.08076516958075342,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2017-08-10,15.492865562438965,0.001237691725270773,0.07024374072867978,0.07583953405807642,15.55147681236267,15.334703826904297,15.05349456469218,0.006023355343771852,0.009086874711689452,0.007018935388312331,-0.003768854278656808,0.01031397393258926,0.029187309023734898,-0.0037688542786568,0.01031397393258926,0.0291873090237349,0.0691532240723501,-0.0133697702334745,-0.0148442256774118,False,False,-0.016274531603332032,-0.016274531603332032,-0.016274531603332032,False,False,False,0,0.0011818749856797872,0.15099849069499238,-5.5816739590985875e-05,0.07233862943558389,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2017-08-11,15.426411628723145,-0.0012344590478570172,0.05468114796564705,0.07403313867970507,15.550523471832275,15.354698824882508,15.071216948827107,0.0040615219256752155,0.008822383699810699,0.006765924457723171,-0.007981200332834004,0.004670414226844111,0.023567750441259472,-0.0079812003328339,0.004670414226844111,0.0235677504412594,0.0636405102184585,-0.017513879343826602,-0.020876484363286398,False,False,-0.02049404972978408,-0.02049404972978408,-0.02049404972978408,False,False,False,0,0.00029412750096025064,0.14992751119129388,0.0015285865488172679,0.07023430176995293,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2017-08-14,15.331478118896484,-0.009192089053158603,0.036848107442720934,0.07304882131778934,15.543411684036254,15.368320298194885,15.088612031936645,0.001585541012917524,0.007687949670617256,0.006416999992362449,-0.013634945110373331,-0.0023972808077619145,0.016095985929374335,-0.0136349451103733,-0.0023972808077619145,0.0160959859293742,0.0561816446213254,-0.0284795178819519,-0.034380920380931906,False,False,-0.026521889514774077,-0.026521889514774077,-0.026521889514774077,False,False,False,0,-0.01828789680406062,0.13894957995638135,-0.009095807750902019,0.0651932977899694,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2017-08-15,15.43590259552002,-0.0048649098632609356,0.03208490918310192,0.08106976080930028,15.53963861465454,15.380316877365113,15.107904418309529,9.113418887118918e-05,0.006498351495791477,0.00616402774218372,-0.006675574748353119,0.003614081465168617,0.02171036883268762,-0.0066755747483531,0.003614081465168617,0.0217103688326876,0.0623824188812807,-0.0196412444223784,-0.026529376072514002,False,False,-0.019891417136080558,-0.019891417136080558,-0.019891417136080558,False,False,False,0,-0.01120091192909678,0.1430444455778852,-0.006336002065835844,0.06481803845483158,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2017-08-16,15.378944396972656,-0.012133380070078137,0.026983910556191093,0.07424777138109517,15.530194091796876,15.390418887138367,15.125619951883952,-0.0013070390696742207,0.005299810602368948,0.006007717469744822,-0.009739073055378689,-0.000745560614682117,0.016748037164397545,-0.0097390730553786,-0.000745560614682117,0.0167480371643974,0.0574807536161378,-0.0127466191730763,-0.020630416215890998,False,False,-0.02350799989923813,-0.02350799989923813,-0.02350799989923813,False,False,False,0,-0.023678415490001936,0.12875834974639888,-0.0115450354199238,0.058731330323202435,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2017-08-17,15.50235652923584,-0.0036036115555606596,0.03262907070111609,0.07861371514414772,15.5273907661438,15.402664995193481,15.144451189041138,-0.0015487947871113406,0.004431853986638368,0.0060422265380355444,-0.0016122629542205669,0.006472356184690664,0.023632770559139926,-0.0016122629542205,0.006472356184690664,0.0236327705591398,0.0649212083286717,0.0021565913244363,-0.0055545384645951,True,False,-0.0156718990096284,-0.0156718990096284,-0.0156718990096284,False,False,False,0,-0.009340496109873975,0.14579527515844704,-0.005736884554313315,0.06647462426738016,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2017-08-18,15.407421112060549,-0.003071279452121045,0.026949078979184637,0.07271096183734072,15.52501745223999,15.412772989273071,15.161857064565023,-0.0016402032792327548,0.003782175414372313,0.006014120561443459,-0.007574634974885197,-0.00034723649120416145,0.0161961721740167,-0.0075746349748852,-0.00034723649120416145,0.0161961721740166,0.0574256827994882,0.0004065653579487004,-0.0073715782672427975,True,False,-0.02169985990245471,-0.02169985990245471,-0.02169985990245471,False,False,False,0,-0.009442453208975077,0.11191568361172544,-0.006371173756854032,0.0489565561988925,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2017-08-21,15.388436317443848,-0.006719318027016308,0.004262778923330268,0.061649365021507974,15.519812488555909,15.414405965805054,15.17675035794576,-0.0015182764221951528,0.0029987446068249213,0.0058413806268304835,-0.008465061753093694,-0.0016847647855400272,0.013948042532521354,-0.0084650617530937,-0.0016847647855400272,0.0139480425325214,0.0551404565322646,0.0051698833572796,-0.0021479433968528,True,False,-0.022905306751616394,-0.022905306751616394,-0.022905306751616394,False,False,False,0,-0.009133122592939857,0.1150549472622977,-0.0024138045659235496,0.052715922359329426,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2017-08-22,15.540326118469238,0.0012595613047330367,0.015422695095388628,0.0728247207713073,15.520789957046508,15.42030680179596,15.194331979751587,-0.001212940537127838,0.0026000715557232823,0.0057206849506747925,0.001258709220136156,0.007783199012570963,0.0227712635987376,0.001258709220136,0.007783199012570963,0.0227712635987375,0.0644783855279447,0.0079342839684891,0.0010608947660499003,True,True,-0.01326100531130514,-0.01326100531130514,-0.01326100531130514,False,False,False,0,0.00175637871765022,0.14760842435128096,0.0004968174129171832,0.06847318348674158,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
