snapshot_date,0050_adjusted_close,0050_return_20d,0050_return_40d,0050_return_60d,0050_ma20,0050_ma40,0050_ma60,0050_ma20_slope,0050_ma40_slope,0050_ma60_slope,0050_price_vs_ma20,0050_price_vs_ma40,0050_price_vs_ma60,0050_bias20,0050_bias40,0050_bias60,0050_bias120,bias20_delta_5d,bias60_delta_5d,bias20_expanding_candidate,bias60_expanding_candidate,0050_close_vs_20d_high,0050_close_vs_40d_high,0050_close_vs_60d_high,0050_new_20d_high_flag,0050_new_40d_high_flag,0050_new_60d_high_flag,rolling_high_breakout_count,00631L_return_20d,00631L_return_60d,00631L_vs_0050_return_20d,00631L_vs_0050_return_60d,00631L_vs_0050_relation_source_quality,0050_bias40_source_quality,market_regime_feature_threshold_decided_by_core,diagnostic_only,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,not_live_rule,forward_returns_live_rule_usage
2014-11-27,11.888367652893066,,,,,,,,,,,,,,,,,,,False,False,,,,False,False,False,0,,,,,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2014-11-28,11.888367652893066,,,,11.625061178207398,,,,,,0.022649900129495082,,,0.0226499001294951,,,,,,False,False,0.0,,,True,False,False,1,,,,,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2014-12-01,11.765079498291016,0.018292833415999743,,,11.635628700256348,,,,,,0.011125380619253944,,,0.011125380619254,,,,,,False,False,-0.010370486361266584,,,False,False,False,0,-0.04469547250157935,,-0.06298830591757909,,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2014-12-02,11.588955879211426,0.0022847693043663853,,,11.636949586868287,,,,,,-0.004124251574572413,,,-0.0041242515745723,,,,,,False,False,-0.025185272059514263,,,False,False,False,0,-0.04152410858004074,,-0.04380887788440713,,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2014-12-03,11.773885726928713,0.020610677620140905,,,11.64883794784546,,,,,,0.010734785705073913,,,0.0107347857050738,,,,,,False,False,-0.009629743065398433,,,False,False,False,0,-0.04729059707155259,,-0.06790127469169349,,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2014-12-04,11.817916870117188,0.030722078641068462,,,11.66645040512085,,,,,,0.012983080520348578,,,0.0129830805203486,,,,,,False,False,-0.005926026586058231,,,False,False,False,0,-0.03748125894159027,,-0.06820333758265873,,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2014-12-05,11.773885726928713,0.025306755790359015,,,11.68098063468933,,,0.004810250511778857,,,0.007953535336192585,,,0.0079535353361925,,,,-0.014696364793302599,,False,False,-0.009629743065398433,,,False,False,False,0,-0.0427222423674547,,-0.06802899815781371,,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2014-12-08,11.68582248687744,0.003023442731765913,,,11.68274188041687,,,0.004049044651921907,,,0.000263688652210492,,,0.0002636886522104,,,,-0.0108616919670436,,False,False,-0.017037256243193077,,,False,False,False,0,-0.06943107762531964,,-0.07245452035708555,,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2014-12-09,11.659405708312988,0.0037907639518299785,,,11.684943437576294,,,0.004124263867411271,,,-0.002185524422923746,,,-0.0021855244229237,,,,0.0019387271516486003,,True,False,-0.019259325692569718,,,False,False,False,0,-0.06234900349102834,,-0.06613976744285832,,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2014-12-10,11.500892639160156,0.004615234154698777,,,11.68758521080017,,,0.0033262771040503125,,,-0.015973579509606206,,,-0.0159735795096062,,,,-0.02670836521468,,False,False,-0.032592785237308575,,,False,False,False,0,-0.02238809723378432,,-0.0270033313884831,,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2014-12-11,11.492088317871094,-0.0060929380907606134,,,11.684062719345093,,,0.0015096549175328544,,,-0.016430449415180792,,,-0.0164304494151807,,,,-0.0294135299355293,,False,False,-0.033333368094949245,,,False,False,False,0,-0.03152706471436839,,-0.025434126623607778,,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2014-12-12,11.500892639160156,-0.006088302139081625,,,11.680540227890015,,,-3.770289610849353e-05,,,-0.015380075341113741,,,-0.0153800753411137,,,,-0.023333610677306202,,False,False,-0.032592785237308575,,,False,False,False,0,-0.03297244519470133,,-0.026884143055619703,,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2014-12-15,11.465667724609377,0.0,,,11.680540227890015,,,-0.0001884534084027889,,,-0.01839576758338457,,,-0.0183957675833845,,,,-0.0186594562355949,,False,False,-0.035555758420780736,,,False,False,False,0,-0.01994016097604523,,-0.01994016097604523,,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2014-12-16,11.368803024291992,-0.0053927642046475155,,,11.677458143234253,,,-0.0006405931172905888,,,-0.02643170415653262,,,-0.0264317041565326,,,,-0.0242461797336089,,False,False,-0.043703613798874774,,,False,False,False,0,-0.00804019349141738,,-0.0026474292867698646,,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2014-12-17,11.19267749786377,-0.03492790476152885,,,11.657203865051269,,,-0.0025994544810529208,,,-0.03984886706667001,,,-0.0398488670666699,,,,-0.023875287557063703,,False,False,-0.05851855993534982,,,False,False,False,0,-0.023061792576482776,,0.011866112185046074,,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2014-12-18,11.219093322753906,-0.0435436993135736,,,11.631665802001953,,,-0.004484477582988977,,,-0.035469767294813215,,,-0.0354697672948132,,,,-0.019039317879632502,,False,False,-0.05629657070508676,,,False,False,False,0,-0.04591100389661018,,-0.002367304583036578,,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2014-12-19,11.483281135559082,-0.021755594335146622,,,11.618896722793579,,,-0.005277453259331932,,,-0.011671984911308386,,,-0.0116719849113083,,,,0.0037080904298054003,,True,False,-0.03407419160993108,,,False,False,False,0,0.005646848713371844,,0.027402443048518466,,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2014-12-22,11.624180793762209,-0.011976009558564704,,,11.611851787567138,,,-0.005880587625465061,,,0.0010617605547007525,,,0.0010617605547007,,,,0.0194575281380852,,True,False,-0.02222229887604188,,,False,False,False,0,-0.0020543918638595837,,0.00992161769470512,,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2014-12-23,11.588955879211426,-0.015706781262053826,,,11.602605295181274,,,-0.006410029231947889,,,-0.0011764095754870363,,,-0.001176409575487,,,,0.025255294581045598,,True,False,-0.025185272059514263,,,False,False,False,0,-0.0035990539551152834,,0.012107727306938543,,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2014-12-24,11.677017211914062,-0.008227404041564412,,,11.597761869430542,,,-0.005099164114212296,,,0.00683367561567394,,,0.0068336756156739,,,,0.0466825426823438,,True,False,-0.017777919319947322,,,False,False,False,0,-0.0107802407293357,,-0.002552836687771287,,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2014-12-25,11.677017211914062,-0.017777919319947322,,,11.587194347381592,,,-0.003823309178355716,,,0.007751907997708418,,,0.0077519079977085,,,,0.0432216752925217,,True,False,-0.017777919319947322,,,False,False,False,0,-0.003103955829239169,,0.014673963490708153,,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
2014-12-26,11.703434944152832,-0.015555769651456774,,,11.57794771194458,11.601504445075989,,-0.0035243458846369036,,,0.010838469418789298,0.008785972505497286,,0.0108384694187892,0.008785972505497286,,,0.022510454330097497,,True,False,-0.00968714937010895,-0.015555769651456774,,False,False,False,0,-0.007238851527604728,,0.008316918123852046,,benchmark_features_exact_pit,derived_from_0050_adjusted_close_and_ma40,False,True,False,False,False,False,False,False,True,False
