baseline_compact_universe_row_id,snapshot_date,ticker,name,market,variant,scope_type,active_for_layer1_source_scope,selection_bucket,traded_value_rank_5d,traded_value_rank_20d,traded_value_rank_60d,layer1_financial_risk_flag_count,layer1_quality_floor_risk_pctile_by_week,layer1_exclude_bottom20_candidate,layer1_exclude_bottom30_candidate,RS5,RS10,RS20,RS40,RS60,RS30_proxy,RS30_source_quality,rs5_minus_rs10,rs10_minus_rs20,rs20_minus_rs60,rs_short_acceleration_flag,rs_short_deterioration_flag,rs60_top20_by_week,rs60_high_short_rs_weakening_exhaustion_context,monthly_revenue_available,quarterly_fundamental_available,missing_core_fundamental_flag,BIAS20,drawdown_20d,BIAS60,drawdown_60d,BIAS120,drawdown_120d,volatility,BIAS20_percentile,BIAS60_percentile,BIAS120_percentile,capital_rank_improvement_20d_vs_60d,capital_rank_20d_improving_vs_60d,capital_rank_20d_deteriorating_vs_60d,capital_reasonable_band_4w_count,capital_reasonable_band_4w_persistent,pure_5d_burst_without_20d60d_confirmation,rs20_30_primary_momentum_positive,rs20_30_primary_momentum_stable,rs60_background_supportive,rs_exhaustion_warning_context,layer1_pass_bottom20,layer1_pass_bottom30,bias_overheat_penalty_context,volatility_pctile_by_week,volatility_high_context,risk_overheat_penalty_context,forward_excess_vs_0050_5d,forward_excess_vs_00631L_5d,forward_excess_vs_0050_10d,forward_excess_vs_00631L_10d,forward_excess_vs_0050_20d,forward_excess_vs_00631L_20d,forward_excess_vs_0050_30d,forward_excess_vs_00631L_30d,forward_excess_vs_0050_40d,forward_excess_vs_00631L_40d,forward_eval_available_5d,forward_eval_available_10d,forward_eval_available_20d,forward_eval_available_30d,forward_eval_available_40d,P2_top_decile_vs_00631L_20d,P2_bottom_decile_vs_00631L_20d,shape_improving_vs_0050,shape_fading_vs_0050,shape_quick_burst_vs_0050,shape_short_bounce_fade_risk_vs_0050,shape_slow_start_vs_0050,shape_durable_vs_0050,shape_40d_decay_reference_vs_0050,shape_improving_vs_00631L,shape_fading_vs_00631L,shape_quick_burst_vs_00631L,shape_short_bounce_fade_risk_vs_00631L,shape_slow_start_vs_00631L,shape_durable_vs_00631L,shape_40d_decay_reference_vs_00631L,large_down_day_count_20d_proxy,large_down_day_count_30d_proxy,blowoff_turnover_without_price_continuation_proxy,large_down_day_flag_20d_proxy,large_down_day_flag_30d_proxy,large_down_day_source_quality,blowoff_turnover_source_quality,risk_bucket,risk_bucket_source_quality,MA20,MA20_position,MA60,MA60_position,MA120,MA120_position,layer1_b20_pass_through_eligible,layer1_b30_pass_through_eligible,layer2_context_only,layer2_hard_gate_allowed,layer2_row_deleted,pass_through_primary_basis,capital_support_context,capital_warning_context,rs_support_context,rs_warning_context,risk_penalty_context,layer2_support_signal_count,layer2_warning_signal_count,layer2_context_role,diagnostic_only,not_live_rule,forward_returns_live_rule_usage,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,momentum_relative_spread_widening_context,momentum_stable_rise_context,momentum_capital_support_context,momentum_overheat_late_stage_penalty_context,momentum_sleeve_candidate_feature,pullback_prior_strength_context,pullback_current_correction_context,pullback_ma_bias_position_context,pullback_risk_cooling_context,pullback_breakdown_warning_context,pullback_repair_sleeve_candidate_feature,overlap_sleeve_candidate_feature,neither_sleeve_candidate_feature,layer3_sleeve_feature_contract_only,layer3_selector_output,layer4_31pool_authorized,layer5_decision_authorized,momentum_continuation_score,pullback_repair_score,overlap_reacceleration_score,neutral_quality_liquidity_score,exhaustion_risk_score,breakdown_risk_score,momentum_continuation_tier,momentum_continuation_high_confidence,momentum_continuation_medium_or_high_confidence,pullback_repair_tier,pullback_repair_high_confidence,pullback_repair_medium_or_high_confidence,overlap_reacceleration_tier,overlap_reacceleration_high_confidence,overlap_reacceleration_medium_or_high_confidence,neutral_quality_liquidity_tier,neutral_quality_liquidity_high_confidence,neutral_quality_liquidity_medium_or_high_confidence,exhaustion_risk_tier,exhaustion_risk_high_confidence,exhaustion_risk_medium_or_high_confidence,breakdown_risk_tier,breakdown_risk_high_confidence,breakdown_risk_medium_or_high_confidence,broad_labels_are_overlapping,label_is_filter,layer3_broad_context_only,layer3_hard_gate_allowed,layer3_row_deleted,selector_output,forward_return_as_rule,future_return_as_rule,opportunity_label_count,two_plus_opportunity_labels,layer4_redesign_base_eligible,fallback_00631L_reference_only,fallback_00631L_is_ordinary_stock_pool_member,layer4_risk_penalty_score,layer4_broad_opportunity_net_score,layer4_c_quota_base_score,layer4_retention_constrained_score,layer4_risk_aware_score,high_exhaustion_or_breakdown_context,low_quality_low_liquidity_high_risk_exclusion_candidate,low_quality_low_liquidity_high_risk_exclusion_applied,theme_dynamic_slot_status,theme_dynamic_slot_applied,ai_theme_slot_hard_quota_applied,layer4_pool_size_sensitivity_contract_only,layer4_selector_output,portfolio_replay_executed,ready_for_strategy_replay,_pool_quota_bucket,layer4_pool_variant,pool_variant_family,pool_size_target,pool_selection_score,pool_selection_score_col,pool_selection_policy,retention_constraint_applied,risk_constraint_applied,pool_rank,pool_shortfall_count,pool_selection_basis,bounded_diagnostic_pool_only,pool_size_reference_upper_bound,pool_size_reference_current_31,layer2_layer3_hard_gate_outside_pool_variant,layer4_pool_role,is_layer4_primary_pool,reference_only,not_primary_pool,layer4_primary_pool_size,layer4_primary_policy,layer4_31_role,layer4_100_role,layer5_selector_output
2015-01-09|2330,2015-01-09,2330,台積電,TWSE,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,1.0,1.0,1.0,1,0.5016666666666667,False,False,,,,,,,proxy_midpoint_rs20_rs40,,,,False,False,False,False,False,False,True,,,,,,,,,,,0.0,False,False,1.0,False,False,False,False,False,False,True,True,False,,False,False,0.0322140848672166,0.0103838145396328,0.0435406574087899,0.1066029336306183,0.0278595054477777,0.0921940118665793,0.0664448589938546,0.1633014533897175,0.0665888212434884,0.1458413293238765,True,True,True,True,True,,,False,False,False,False,False,True,False,False,False,False,False,False,True,True,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,,,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,False,False,False,False,1,0,annotation_support_warning_penalty_only,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.4564999999999999,0.22,0.1,0.94522,0.0435,0.6599999999999999,medium,False,True,none,False,False,none,False,False,high,True,True,none,False,False,medium,False,True,True,False,True,False,False,False,False,False,2,True,True,False,False,0.2483999999999999,0.3747209333333333,0.5215047546666667,0.686908568,0.4359781813333332,True,False,False,blocked_no_accepted_theme_slot_context,False,False,True,False,False,False,neutral_quality_liquidity_min,C_risk_aware_retention_constrained_quota_100,risk_aware_c_quota,100,0.4359781813333332,layer4_risk_aware_score,risk_aware,True,True,1,0,C-quota broad label redesign; live-feasible ranking/quota context only; no future-return rule construction,True,True,False,False,extended_100_watchlist_reference,False,True,True,80,80_stock_primary_risk_aware_retention_constrained_c_quota,,extended_watchlist_reference_not_primary,False
2015-02-06|5505,2015-02-06,5505,和旺,TPEx,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,47.0,55.0,60.0,1,0.5017123287671232,False,False,-0.01653901353059,0.0456490857928983,0.0923567683495696,,,0.0923567683495696,proxy_midpoint_rs20_rs40,-0.0621880993234883,-0.0467076825566713,,False,True,False,False,False,False,True,0.0393723457856474,-0.0243243243243242,,,,,0.0293574930696039,0.9157190635451504,,,5.0,True,False,4.0,True,False,True,False,False,False,True,True,True,0.9484536082474226,True,True,-0.109904925520767,-0.0938375285857656,-0.0998298264047651,-0.0675765900491733,-0.0279787889567285,-0.0130617217420817,-0.173338800185712,-0.1577337828048778,-0.3649262651222793,-0.3339812836898124,True,True,True,True,True,,,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,69.465,0.0393723457856474,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,False,True,True,True,2,2,annotation_support_warning_penalty_only,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,True,True,False,False,False,0.5701833120711651,0.6188528838116466,0.6271898857620506,0.692778450821956,0.3562084405061545,0.18,medium,False,True,medium,False,True,medium,False,True,medium,False,True,low,False,False,none,False,False,True,False,True,False,False,False,False,False,4,True,True,False,False,0.2304833762024618,0.5777655888709867,0.7068471927157532,0.8364514110189982,0.6184477871031249,False,False,False,blocked_no_accepted_theme_slot_context,False,False,True,False,False,False,low_risk_context_min,C_risk_aware_retention_constrained_quota_100,risk_aware_c_quota,100,0.6184477871031249,layer4_risk_aware_score,risk_aware,True,True,87,0,C-quota broad label redesign; live-feasible ranking/quota context only; no future-return rule construction,True,True,False,False,extended_100_watchlist_reference,False,True,True,80,80_stock_primary_risk_aware_retention_constrained_c_quota,,extended_watchlist_reference_not_primary,False
2015-02-06|4911,2015-02-06,4911,德英,TPEx,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,198.0,190.0,210.0,1,0.5017123287671232,False,False,-0.0720049814134096,-0.0501104418506872,0.1168514824994562,,,0.1168514824994562,proxy_midpoint_rs20_rs40,-0.0218945395627223,-0.1669619243501434,,False,True,False,False,False,False,True,-0.036697247706422,-0.0869565217391304,,,,,0.0323915790876408,0.0876254180602006,,,20.0,True,False,4.0,True,False,True,False,False,False,True,True,False,0.979381443298969,True,True,-0.0015239251730077,0.0145434717619936,-0.0470303636330031,-0.0147771272774114,-0.088069206387866,-0.0731521391732192,-0.2537143802842837,-0.2381093629034495,-0.2908745089375592,-0.2599295275050922,True,True,True,True,True,,,False,True,False,False,False,False,True,False,True,True,True,False,False,True,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,119.9,-0.036697247706422,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,False,True,True,True,2,2,annotation_support_warning_penalty_only,True,True,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,True,False,False,True,False,False,False,0.5578865979381443,0.7930865082922455,0.6297210518452114,0.5429739489018377,0.3052061855670103,0.18,medium,False,True,high,True,True,medium,False,True,medium,False,True,low,False,False,none,False,False,True,False,True,False,False,False,False,False,4,True,True,False,False,0.2100824742268041,0.5963087367697595,0.7088687154005677,0.8206258011558346,0.6180881203789034,False,False,False,blocked_no_accepted_theme_slot_context,False,False,True,False,False,False,low_risk_context_min,C_risk_aware_retention_constrained_quota_100,risk_aware_c_quota,100,0.6180881203789034,layer4_risk_aware_score,risk_aware,True,True,88,0,C-quota broad label redesign; live-feasible ranking/quota context only; no future-return rule construction,True,True,False,False,extended_100_watchlist_reference,False,True,True,80,80_stock_primary_risk_aware_retention_constrained_c_quota,,extended_watchlist_reference_not_primary,False
2015-02-06|3105,2015-02-06,3105,穩懋,TPEx,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,15.0,25.0,24.0,1,0.5017123287671232,False,False,0.0310126703847302,0.073575679771451,-0.032047779607353,,,-0.032047779607353,proxy_midpoint_rs20_rs40,-0.0425630093867208,0.105623459378804,,False,False,False,False,False,False,True,0.0254894717399336,-0.0320781032078102,,,,,0.024822602052561,0.8675585284280937,,,-1.0,False,True,4.0,True,False,False,False,False,False,True,True,False,0.8419243986254296,False,False,-0.0375594554448491,-0.0214920585098478,0.0639643093213238,0.0962175456769155,0.1209830286009683,0.1359000958156151,0.2305065860692474,0.2461116034500816,0.1821471859861529,0.2130921674186199,True,True,True,True,True,,,True,False,False,False,True,True,True,True,False,False,False,True,True,True,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,33.8375,0.0254894717399336,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,True,False,False,False,1,1,annotation_support_warning_penalty_only,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.5270828580951396,0.4755270241124961,0.6531285808087344,0.899493986110512,0.1113363858911147,0.32,medium,False,True,medium,False,True,medium,False,True,high,True,True,none,False,False,low,False,False,True,False,True,False,False,False,False,False,4,True,True,False,False,0.1690345543564458,0.55309500684222,0.7069079060381817,0.8676824955951671,0.6170184194532659,False,False,False,blocked_no_accepted_theme_slot_context,False,False,True,False,False,False,low_risk_context_min,C_risk_aware_retention_constrained_quota_100,risk_aware_c_quota,100,0.6170184194532659,layer4_risk_aware_score,risk_aware,True,True,89,0,C-quota broad label redesign; live-feasible ranking/quota context only; no future-return rule construction,True,True,False,False,extended_100_watchlist_reference,False,True,True,80,80_stock_primary_risk_aware_retention_constrained_c_quota,,extended_watchlist_reference_not_primary,False
2015-02-06|2454,2015-02-06,2454,聯發科,TWSE,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,5.0,4.0,4.0,1,0.5017123287671232,False,False,-0.0193109451562768,-0.0320725185212236,-0.0577472966075196,,,-0.0577472966075196,proxy_midpoint_rs20_rs40,0.0127615733649468,0.025674778086296,,True,False,False,False,False,False,True,-0.0210504802779481,-0.0496031746031746,,,,,0.0122924334985463,0.2214046822742475,,,0.0,False,False,4.0,True,False,False,False,False,False,True,True,False,0.2577319587628865,False,False,-0.0519355872756926,-0.0358681903406913,-0.0177711746660897,0.0144820616895019,-0.108114575076241,-0.0931975078615942,-0.1202301192426114,-0.1046251018617772,-0.1599560189376495,-0.1290110375051826,True,True,True,True,True,,,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,489.3,-0.021050480277948,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,False,False,False,False,1,0,annotation_support_warning_penalty_only,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,0.6920103092783505,0.4330490099819997,0.4857760254731904,0.9140721649484536,0.0224226804123711,0.18,medium,False,True,low,False,False,medium,False,True,high,True,True,none,False,False,none,False,False,True,False,True,False,False,False,False,False,3,True,True,False,False,0.0719690721649484,0.5737048310423826,0.6873240770004909,0.8144837686903398,0.616530415120275,False,False,False,blocked_no_accepted_theme_slot_context,False,False,True,False,False,False,low_risk_context_min,C_risk_aware_retention_constrained_quota_100,risk_aware_c_quota,100,0.616530415120275,layer4_risk_aware_score,risk_aware,True,True,90,0,C-quota broad label redesign; live-feasible ranking/quota context only; no future-return rule construction,True,True,False,False,extended_100_watchlist_reference,False,True,True,80,80_stock_primary_risk_aware_retention_constrained_c_quota,,extended_watchlist_reference_not_primary,False
2015-02-06|2231,2015-02-06,2231,為升,TWSE,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,81.0,89.0,100.0,1,0.5017123287671232,False,False,0.0271969280368775,0.0736393628062903,0.1253608494993892,,,0.1253608494993892,proxy_midpoint_rs20_rs40,-0.0464424347694128,-0.0517214866930988,,False,True,False,False,False,False,True,0.0715694784186854,-0.0216138328530259,,,,,0.0171666201709397,0.9692307692307692,,,11.0,True,False,4.0,True,False,True,False,False,False,True,True,True,0.5154639175257731,False,True,0.0016000985695727,0.0176674955045741,-0.0064180549794574,0.0258351813761342,0.0118549244640997,0.0267719916787465,0.0560191851193847,0.0716242025002189,0.0951655678241671,0.1261105492566341,True,True,True,True,True,,,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,316.825,0.0715694784186853,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,False,True,True,True,2,2,annotation_support_warning_penalty_only,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,True,True,False,False,False,0.5609623579169971,0.6106247858423205,0.6192121819820355,0.6610209986432554,0.3358761300555115,0.18,medium,False,True,medium,False,True,medium,False,True,medium,False,True,low,False,False,none,False,False,True,False,True,False,False,False,False,False,4,True,True,False,False,0.2223504520222046,0.570453976600612,0.69769341245256,0.8307814721751321,0.6151693886787989,False,False,False,blocked_no_accepted_theme_slot_context,False,False,True,False,False,False,low_risk_context_min,C_risk_aware_retention_constrained_quota_100,risk_aware_c_quota,100,0.6151693886787989,layer4_risk_aware_score,risk_aware,True,True,91,0,C-quota broad label redesign; live-feasible ranking/quota context only; no future-return rule construction,True,True,False,False,extended_100_watchlist_reference,False,True,True,80,80_stock_primary_risk_aware_retention_constrained_c_quota,,extended_watchlist_reference_not_primary,False
2015-02-06|5425,2015-02-06,5425,台半,TPEx,top250_core_conditional_buffer50,active_layer1_source_scope,True,conditional_buffer,256.0,226.0,237.0,1,0.5017123287671232,False,False,0.0010918404638999,-0.0241195386668017,-0.0100288647198742,,,-0.0100288647198742,proxy_midpoint_rs20_rs40,0.0252113791307016,-0.0140906739469275,,False,False,False,False,False,False,True,0.003379647014645,-0.0233918128654971,,,,,0.0177928609726516,0.6434782608695652,,,11.0,True,False,4.0,True,False,False,False,False,False,True,True,False,0.563573883161512,False,False,-0.014672951795088,0.0013944451399132,0.0221948223586498,0.0544480587142416,0.0196309776596232,0.0345480448742701,0.0046183049945094,0.0202233223753436,0.0041458399750053,0.0350908214074723,True,True,True,True,True,,,False,False,False,False,False,True,True,False,False,False,False,False,True,False,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,33.2875,0.0033796470146449,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,False,False,False,False,1,0,annotation_support_warning_penalty_only,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,0.5241649484536083,0.5217989992162537,0.6248965052953117,0.7085175740037378,0.0490309278350515,0.18,medium,False,True,medium,False,True,medium,False,True,high,True,True,none,False,False,none,False,False,True,False,True,False,False,False,False,False,4,True,True,False,False,0.0826123711340206,0.5434730082594802,0.6807918972351842,0.84415136752718,0.6146613737408814,False,False,False,blocked_no_accepted_theme_slot_context,False,False,True,False,False,False,low_risk_context_min,C_risk_aware_retention_constrained_quota_100,risk_aware_c_quota,100,0.6146613737408814,layer4_risk_aware_score,risk_aware,True,True,92,0,C-quota broad label redesign; live-feasible ranking/quota context only; no future-return rule construction,True,True,False,False,extended_100_watchlist_reference,False,True,True,80,80_stock_primary_risk_aware_retention_constrained_c_quota,,extended_watchlist_reference_not_primary,False
2015-02-06|9938,2015-02-06,9938,百和,TWSE,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,49.0,72.0,76.0,1,0.5017123287671232,False,False,0.0525220302118467,0.1676500976073196,0.2407853150947059,,,0.2407853150947059,proxy_midpoint_rs20_rs40,-0.1151280673954729,-0.0731352174873863,,False,True,False,False,False,False,True,0.1494368971264076,-0.0017543859649122,,,,,0.0236122783764347,0.991304347826087,,,4.0,True,False,4.0,True,False,True,False,False,False,True,True,True,0.7972508591065293,False,True,-0.0084244645867279,0.0076429323482734,0.1203552677245087,0.1526085040801005,0.0662381148790334,0.0811551820936802,0.3225255485039755,0.3381305658848097,0.3253733322663454,0.3563183136988124,True,True,True,True,True,,,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,49.502500000000005,0.1494368971264075,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,False,True,True,True,2,2,annotation_support_warning_penalty_only,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,True,True,False,False,False,0.5752057074555507,0.6231005606800507,0.6307972207150179,0.6759881823114487,0.3675434334379202,0.18,medium,False,True,medium,False,True,medium,False,True,medium,False,True,low,False,False,none,False,False,True,False,True,False,False,False,False,False,4,True,True,False,False,0.235017373375168,0.5763164051428437,0.7049733204405546,0.8337297140293526,0.6137320221137874,False,False,False,blocked_no_accepted_theme_slot_context,False,False,True,False,False,False,low_risk_context_min,C_risk_aware_retention_constrained_quota_100,risk_aware_c_quota,100,0.6137320221137874,layer4_risk_aware_score,risk_aware,True,True,93,0,C-quota broad label redesign; live-feasible ranking/quota context only; no future-return rule construction,True,True,False,False,extended_100_watchlist_reference,False,True,True,80,80_stock_primary_risk_aware_retention_constrained_c_quota,,extended_watchlist_reference_not_primary,False
2015-02-06|2455,2015-02-06,2455,全新,TWSE,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,123.0,186.0,189.0,1,0.5017123287671232,False,False,0.0060513736843028,0.0259180422237739,-0.0174638000217544,,,-0.0174638000217544,proxy_midpoint_rs20_rs40,-0.0198666685394711,0.0433818422455282,,False,False,False,False,False,False,True,0.0101010101010101,-0.0296296296296296,,,,,0.0191012682277066,0.7324414715719063,,,3.0,True,False,4.0,True,False,False,False,False,False,True,True,False,0.6288659793814433,False,False,-0.0117086513882681,0.0043587455467332,6.655979979797166e-05,0.0323197961553897,0.1651742422754298,0.1800913094900766,0.1925828339518618,0.208187851332696,0.1296932185003974,0.1606381999328643,True,True,True,True,True,,,True,False,False,False,True,True,True,True,False,False,False,False,True,True,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,32.4225,0.0101010101010101,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,False,False,False,False,1,0,annotation_support_warning_penalty_only,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.5217147766323023,0.494278732340588,0.5995665012091129,0.7500451470026729,0.0547113402061855,0.18,medium,False,True,medium,False,True,medium,False,True,high,True,True,none,False,False,none,False,False,True,False,True,False,False,False,False,False,4,True,True,False,False,0.0848845360824742,0.5361370810232914,0.68077205779916,0.8466898873626066,0.6131177827017946,False,False,False,blocked_no_accepted_theme_slot_context,False,False,True,False,False,False,low_risk_context_min,C_risk_aware_retention_constrained_quota_100,risk_aware_c_quota,100,0.6131177827017946,layer4_risk_aware_score,risk_aware,True,True,94,0,C-quota broad label redesign; live-feasible ranking/quota context only; no future-return rule construction,True,True,False,False,extended_100_watchlist_reference,False,True,True,80,80_stock_primary_risk_aware_retention_constrained_c_quota,,extended_watchlist_reference_not_primary,False
2015-02-06|2059,2015-02-06,2059,川湖,TWSE,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,78.0,85.0,90.0,1,0.5017123287671232,False,False,0.0237532370383402,0.0570500519764731,0.095379474138294,,,0.095379474138294,proxy_midpoint_rs20_rs40,-0.0332968149381329,-0.0383294221618208,,False,True,False,False,False,False,True,0.052864410528644,-0.0185567010309278,,,,,0.0174153781279702,0.9491638795986622,,,5.0,True,False,4.0,True,False,True,False,False,False,True,True,True,0.5395189003436426,False,True,0.015028150202597,0.0310955471375984,0.0462978767540607,0.0785511131096524,0.0193919598968295,0.0343090271114763,-0.0127670922781721,0.002837925102662,-0.0096165512090131,0.0213284302234537,True,True,True,True,True,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,452.1,0.0528644105286439,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,False,True,True,True,2,2,annotation_support_warning_penalty_only,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,True,True,False,False,False,0.5569176384052225,0.6055223367697594,0.6120378006872853,0.6657307216494845,0.3314672413198634,0.18,medium,False,True,medium,False,True,medium,False,True,medium,False,True,low,False,False,none,False,False,True,False,True,False,False,False,False,False,4,True,True,False,False,0.2205868965279453,0.5658345066188556,0.6956017638316956,0.8302482065481963,0.6117051998468205,False,False,False,blocked_no_accepted_theme_slot_context,False,False,True,False,False,False,low_risk_context_min,C_risk_aware_retention_constrained_quota_100,risk_aware_c_quota,100,0.6117051998468205,layer4_risk_aware_score,risk_aware,True,True,95,0,C-quota broad label redesign; live-feasible ranking/quota context only; no future-return rule construction,True,True,False,False,extended_100_watchlist_reference,False,True,True,80,80_stock_primary_risk_aware_retention_constrained_c_quota,,extended_watchlist_reference_not_primary,False
2015-02-06|2887,2015-02-06,2887,台新新光金,TWSE,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,129.0,112.0,108.0,1,0.5017123287671232,False,False,0.0082756476477072,0.0225280881521836,-0.0120673195710969,,,-0.0120673195710969,proxy_midpoint_rs20_rs40,-0.0142524405044764,0.0345954077232805,,False,False,False,False,False,False,True,0.0165575664227955,-0.0075187969924812,,,,,0.0103461509768966,0.811371237458194,,,-4.0,False,True,4.0,True,False,False,False,False,False,True,True,False,0.1580756013745704,False,False,0.0011817025326201,0.0172490994676215,-0.0053636969663364,0.0268895393892553,-0.0096060029246625,0.0053110642899842,0.0032120266421233,0.0188170440229575,0.0126969196338695,0.0436419010663364,True,True,True,True,True,,,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,12.985,0.0165575664227954,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,True,False,False,False,1,1,annotation_support_warning_penalty_only,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.5703493960394902,0.4632473710048316,0.6346557372813477,0.8208859850657572,0.0336368582560424,0.32,medium,False,True,medium,False,True,medium,False,True,high,True,True,none,False,False,low,False,False,True,False,True,False,False,False,False,False,4,True,True,False,False,0.1379547433024169,0.5476972662319177,0.6978156637025567,0.8568990679764523,0.6109247309091832,False,False,False,blocked_no_accepted_theme_slot_context,False,False,True,False,False,False,low_risk_context_min,C_risk_aware_retention_constrained_quota_100,risk_aware_c_quota,100,0.6109247309091832,layer4_risk_aware_score,risk_aware,True,True,96,0,C-quota broad label redesign; live-feasible ranking/quota context only; no future-return rule construction,True,True,False,False,extended_100_watchlist_reference,False,True,True,80,80_stock_primary_risk_aware_retention_constrained_c_quota,,extended_watchlist_reference_not_primary,False
