score,count,mean,std,min,25%,50%,75%,max
F_revenue_score,56755.0,60.70103801351888,14.344891247023336,0.8333333333333334,53.226615877898666,63.743686868686865,70.0,95.02141669863188
F_profitability_score,56772.0,53.802067181611356,18.724643790462263,1.25,41.918919801462906,55.680580993080994,67.41104650002775,98.73417721518986
F_margins_score,51979.0,52.837254581133955,18.8974521290221,2.1739130434782608,39.35548506683375,52.78388608507571,66.5701962356892,99.84177215189874
F_leverage_liquidity_score,0.0,,,,,,,
fundamental_quality_score,56792.0,55.8867638203222,12.371016403829653,9.524672467710444,47.82871393162752,56.94731185889988,64.39873417721519,90.61769005847952
fundamental_quality_confidence,57200.0,0.5786923076923076,0.07448139253395793,0.0,0.6,0.6,0.6,0.6
