requested_start,requested_end,actual_candidate_start,actual_candidate_end,rows,P3_1_TDCC,P3_2_TDCC,monthly_source_start,monthly_source_end,quarter_source_start,quarter_source_end
2023-07-11,2026-06-29,2023-07-17,2026-06-26,57200,unavailable_not_F,optional_chip_AB_not_F,2015-02-10,2026-06-10,2015-05-15,2026-05-15
