decision_date,etf_ret5,etf_ret20,etf_ret60,etf_ma20,etf_slope20,etf_ma60,etf_slope60,etf_vol20,etf_vol60,etf_dd60,taiex_ret5,taiex_ret20,taiex_ret60,taiex_ma20,taiex_slope20,taiex_ma60,taiex_slope60,taiex_vol20,taiex_vol60,taiex_dd60,tw_direction,tw_magnitude,tw_persistence,tw_risk_reversal,taiwan_group,taiwan_score,taiwan_confidence,taiwan_reasons,above20,above60,rspos,advance,breadth_direction,breadth_magnitude,breadth_persistence,breadth_reversal,breadth_group,breadth_score,breadth_confidence,breadth_reasons,turnover,margin,cap_direction,cap_magnitude,cap_persistence,cap_divergence,cap_volrisk,capital_group,capital_score,capital_confidence,capital_reasons,source_date,oi_contracts,oi_amount,trade_contracts,trade_amount,source_quality,deriv_level_crowding_warning,deriv_level,deriv_change,deriv_persistence,deriv_trade_flow,deriv_trade_reversal,deriv_divergence,derivatives_group,derivatives_score,derivatives_confidence,derivatives_reasons,derivatives_missingness,session_date,nasdaq_ret5,nasdaq_ret20,nasdaq_ret60,nasdaq_ma20,nasdaq_ma60,nasdaq_slope20,nasdaq_slope60,nasdaq_pct,session_date_sox,sox_ret5,sox_ret20,sox_ret60,sox_ma20,sox_ma60,sox_slope20,sox_slope60,sox_pct,session_date_vix,vix_ret5,vix_ret20,vix_ret60,vix_ma20,vix_ma60,vix_slope20,vix_slope60,vix_pct,session_date_fx,fx_ret5,fx_ret20,fx_ret60,fx_ma20,fx_ma60,fx_slope20,fx_slope60,fx_pct,external_nasdaq,external_sox,external_vix,external_fx,external_crossconfirm,fx_export_vs_outflow_conflict,external_group,external_score,external_confidence,external_reasons,bullish_groups,bearish_groups,full_spec_v2_state,controller_version
2023-07-17,0.035700259418103286,0.0007580975663441514,0.10877776305197018,30.069231033325195,0.0007893444056732424,28.87783012390137,0.007304080724256368,0.00798187990896311,0.008194320152077949,-0.0018904151377324707,0.04092334317824253,-3.988503195873072e-05,,17029.615625,-0.00026755155607394165,,,0.007706325423751827,,,0,0,1,0,neutral,25.0,1.0,tw_direction:0|tw_magnitude:0|tw_persistence:1|tw_risk_reversal:0,0.8375,0.9375,0.8625,0.0,0,0,0,0,neutral,0.0,1.0,breadth_direction:0|breadth_magnitude:0|breadth_persistence:0|breadth_reversal:0,491198291643,9547182,0,0,0,0,0,neutral,0.0,1.0,cap_direction:0|cap_magnitude:0|cap_persistence:0|cap_divergence:0|cap_volrisk:0,2023-07-14,1085,3731776,-747,-2589372,official_taifex_market_level_range_download,False,0,0,0,0,0,0,neutral,0.0,1.0,deriv_level:0|deriv_change:0|deriv_persistence:0|deriv_trade_flow:0|deriv_divergence:0,,2023-07-17,,,,,,,,,2023-07-17,,,,,,,,,2023-07-17,,,,,,,,,2023-07-17,,,,,,,,,0,0,0,0,0,False,neutral,0.0,1.0,external_nasdaq:0|external_sox:0|external_vix:0|external_fx:0|external_crossconfirm:0,0,0,ordinary_market,full_spec_v2
2023-07-18,0.01970861437582805,0.0014926571233113695,0.10804322369565922,30.071502685546875,0.0003257154891191938,28.927369340260825,0.007717238208237109,0.007970411375125374,0.008198890677873516,-0.003808381168727615,0.019468711115569803,-0.0035282732947714557,,17026.565625,-0.00048330526177420285,,,0.007808690561801319,,,0,0,1,0,neutral,25.0,1.0,tw_direction:0|tw_magnitude:0|tw_persistence:1|tw_risk_reversal:0,0.7875,0.925,0.825,0.325,0,0,0,0,neutral,0.0,1.0,breadth_direction:0|breadth_magnitude:0|breadth_persistence:0|breadth_reversal:0,610252638458,9551129,0,0,0,0,0,neutral,0.0,1.0,cap_direction:0|cap_magnitude:0|cap_persistence:0|cap_divergence:0|cap_volrisk:0,2023-07-17,2429,8326357,1344,4589702,official_taifex_market_level_range_download,False,0,0,0,0,0,0,neutral,0.0,1.0,deriv_level:0|deriv_change:0|deriv_persistence:0|deriv_trade_flow:0|deriv_divergence:0,,2023-07-18,0.04308933736722076,,,,,,,,2023-07-18,0.05168428249140211,,,,,,,,2023-07-18,-0.10377358126808867,,,,,,,,2023-07-18,-0.013073974471696004,,,,,,,,0,0,0,0,0,False,neutral,0.0,1.0,external_nasdaq:0|external_sox:0|external_vix:0|external_fx:0|external_crossconfirm:0,0,0,ordinary_market,full_spec_v2
2023-07-19,0.009117722670155093,-0.004721598057698229,0.10143588985079499,30.064333343505858,-8.593464417994134e-05,28.973761653900148,0.008141564364892329,0.008185241109904267,0.008286852171811143,-0.012247369372769046,0.00910328319492093,-0.009153407597312424,,17018.6595703125,-0.0009669470515402123,,,0.007935452284216623,,,0,0,0,0,neutral,0.0,1.0,tw_direction:0|tw_magnitude:0|tw_persistence:0|tw_risk_reversal:0,0.6875,0.925,0.8125,0.2625,0,0,0,0,neutral,0.0,1.0,breadth_direction:0|breadth_magnitude:0|breadth_persistence:0|breadth_reversal:0,539434486870,9553174,0,0,0,0,0,neutral,0.0,1.0,cap_direction:0|cap_magnitude:0|cap_persistence:0|cap_divergence:0|cap_volrisk:0,2023-07-18,2835,9678748,406,1391101,official_taifex_market_level_range_download,False,0,0,0,0,0,0,neutral,0.0,1.0,deriv_level:0|deriv_change:0|deriv_persistence:0|deriv_trade_flow:0|deriv_divergence:0,,2023-07-19,0.031543992621911876,,,,,,,,2023-07-19,0.021547921127279546,,,,,,,,2023-07-19,0.01624817338616147,,,,,,,,2023-07-19,-0.011594225178600981,,,,,,,,0,0,0,0,0,False,neutral,0.0,1.0,external_nasdaq:0|external_sox:0|external_vix:0|external_fx:0|external_crossconfirm:0,0,0,ordinary_market,full_spec_v2
2023-07-20,0.0025901064721487455,0.005278019338740281,0.1107832723580695,30.072304821014406,0.0004293936462849146,29.024236806233723,0.008470261295340231,0.008160674254926406,0.008264642231817007,-0.007644313230718236,0.0060657526349283675,-0.0011649482637952069,,17017.65859375,-0.0005704395323142819,,,0.007884739940636699,,,0,0,1,0,neutral,25.0,1.0,tw_direction:0|tw_magnitude:0|tw_persistence:1|tw_risk_reversal:0,0.7125,0.9125,0.6875,0.4375,0,0,0,0,neutral,0.0,1.0,breadth_direction:0|breadth_magnitude:0|breadth_persistence:0|breadth_reversal:0,422967513202,9572827,0,0,0,0,0,neutral,0.0,1.0,cap_direction:0|cap_magnitude:0|cap_persistence:0|cap_divergence:0|cap_volrisk:0,2023-07-19,3130,10694061,-3913,-13465705,official_taifex_market_level_range_download,False,0,0,0,0,0,0,neutral,0.0,1.0,deriv_level:0|deriv_change:0|deriv_persistence:0|deriv_trade_flow:0|deriv_divergence:0,,2023-07-20,-0.005323080093958432,,,,,,,,2023-07-20,-0.035100138596663166,,,,,,,,2023-07-20,0.027920655696305197,,,,,,,,2023-07-20,0.00030613407000545934,,,,,,,,0,0,0,0,0,False,neutral,0.0,1.0,external_nasdaq:0|external_sox:0|external_vix:0|external_fx:0|external_crossconfirm:0,0,0,ordinary_market,full_spec_v2
2023-07-21,-0.02413888342961501,-0.011431341105773263,0.1068407925025594,30.055039882659912,-0.0004334944639735605,29.072277069091797,0.008477410873627633,0.008995922895006558,0.008383230939643278,-0.02413888342961501,-0.014638738154376774,-0.00998123331489098,,17009.07353515625,-0.0012082843699228185,,,0.008068405288539875,,,0,0,-1,0,neutral,-25.0,1.0,tw_direction:0|tw_magnitude:0|tw_persistence:-1|tw_risk_reversal:0,0.6375,0.8625,0.75,0.3625,0,0,0,0,neutral,0.0,1.0,breadth_direction:0|breadth_magnitude:0|breadth_persistence:0|breadth_reversal:0,535775114361,9556355,0,0,0,0,0,neutral,0.0,1.0,cap_direction:0|cap_magnitude:0|cap_persistence:0|cap_divergence:0|cap_volrisk:0,2023-07-20,5472,18743648,2342,8010175,official_taifex_market_level_range_download,False,0,0,0,0,0,0,neutral,0.0,1.0,deriv_level:0|deriv_change:0|deriv_persistence:0|deriv_trade_flow:0|deriv_divergence:0,,2023-07-21,-0.005731354916187481,,,,,,,,2023-07-21,-0.013747781085648225,,,,,,,,2023-07-21,0.019490271807185877,,,,,,,,2023-07-21,0.002584160500253896,,,,,,,,0,0,0,0,0,False,neutral,0.0,1.0,external_nasdaq:0|external_sox:0|external_vix:0|external_fx:0|external_crossconfirm:0,0,0,ordinary_market,full_spec_v2
2023-07-24,-0.021906287062357532,-0.004945181523028919,0.11204448538636935,30.04761686325073,-0.000718813529036022,29.12244110107422,0.00847054560967142,0.008900252462263617,0.00834800316943072,-0.023755290223415826,-0.017345948623325613,-0.0015024619515793258,,17007.7919921875,-0.0012815105926677894,,,0.007854068632874925,,,0,0,-1,0,neutral,-25.0,1.0,tw_direction:0|tw_magnitude:0|tw_persistence:-1|tw_risk_reversal:0,0.65,0.8375,0.775,0.225,0,0,0,0,neutral,0.0,1.0,breadth_direction:0|breadth_magnitude:0|breadth_persistence:0|breadth_reversal:0,509850250824,9606219,0,0,0,0,0,neutral,0.0,1.0,cap_direction:0|cap_magnitude:0|cap_persistence:0|cap_divergence:0|cap_volrisk:0,2023-07-21,535,1813869,-4945,-16691965,official_taifex_market_level_range_download,False,0,0,0,0,0,0,neutral,0.0,1.0,deriv_level:0|deriv_change:0|deriv_persistence:0|deriv_trade_flow:0|deriv_divergence:0,,2023-07-24,-0.013062880218860484,,,,,,,,2023-07-24,-0.037784278054275644,,,,,,,,2023-07-24,0.03189913351469187,,,,,,,,2023-07-24,0.0120193774290962,,,,,,,,0,0,0,0,0,False,neutral,0.0,1.0,external_nasdaq:0|external_sox:0|external_vix:0|external_fx:0|external_crossconfirm:0,0,0,ordinary_market,full_spec_v2
2023-07-25,-0.007701193203152656,0.014210650719860052,0.12699776680624852,30.068808174133302,-8.9603484127454e-05,29.179250971476236,0.008707381174300144,0.009205270549999969,0.00845475282021273,-0.011480245292708635,-0.0016844487222654747,0.018414973275638236,,17023.34150390625,-0.00018935827487231993,,,0.007771846116111662,,,0,0,0,0,neutral,0.0,1.0,tw_direction:0|tw_magnitude:0|tw_persistence:0|tw_risk_reversal:0,0.675,0.85,0.75,0.6125,0,0,0,0,neutral,0.0,1.0,breadth_direction:0|breadth_magnitude:0|breadth_persistence:0|breadth_reversal:0,538194184563,9566165,0,0,0,0,0,neutral,0.0,1.0,cap_direction:0|cap_magnitude:0|cap_persistence:0|cap_divergence:0|cap_volrisk:0,2023-07-24,4280,14534606,3745,12709973,official_taifex_market_level_range_download,False,0,0,0,0,0,1,neutral,20.0,1.0,deriv_level:0|deriv_change:0|deriv_persistence:0|deriv_trade_flow:0|deriv_divergence:1,,2023-07-25,-0.014566345766368727,,,,,,,,2023-07-25,-0.02266577974365347,,,,,,,,2023-07-25,0.04210522239935699,,,,,,,,2023-07-25,0.011308512616910571,,,,,,,,0,0,0,0,0,False,neutral,0.0,1.0,external_nasdaq:0|external_sox:0|external_vix:0|external_fx:0|external_crossconfirm:0,0,0,ordinary_market,full_spec_v2
2023-07-26,-0.0019417473277467678,0.009888693611535881,0.11053352335870525,30.083577346801757,0.0006400941300119811,29.229292647043863,0.008819393083856486,0.009235036246033126,0.008372251247698038,-0.014165335403764301,0.0026939789815094706,0.013398964807347813,,17034.6875,0.0009417856689173387,,,0.007787261166366404,,,0,0,1,0,neutral,25.0,1.0,tw_direction:0|tw_magnitude:0|tw_persistence:1|tw_risk_reversal:0,0.575,0.825,0.675,0.2875,0,0,0,0,neutral,0.0,1.0,breadth_direction:0|breadth_magnitude:0|breadth_persistence:0|breadth_reversal:0,478189718685,9570641,0,0,0,0,0,neutral,0.0,1.0,cap_direction:0|cap_magnitude:0|cap_persistence:0|cap_divergence:0|cap_volrisk:0,2023-07-25,4933,16952363,680,2318184,official_taifex_market_level_range_download,False,0,0,0,0,0,0,neutral,0.0,1.0,deriv_level:0|deriv_change:0|deriv_persistence:0|deriv_trade_flow:0|deriv_divergence:0,,2023-07-26,-0.016070409802013463,,,,,,,,2023-07-26,-0.026906613765227294,,,,,,,,2023-07-26,-0.04142446504485664,,,,,,,,2023-07-26,0.008510516432713056,,,,,,,,0,0,0,0,0,False,neutral,0.0,1.0,external_nasdaq:0|external_sox:0|external_vix:0|external_fx:0|external_crossconfirm:0,0,0,ordinary_market,full_spec_v2
2023-07-27,0.0011597071153808258,0.018142109314365662,0.11632323268827816,30.110662841796874,0.001275526468980992,29.28209005991618,0.008884066630378218,0.00937185321055553,0.008407538569907846,-0.0064934712797832805,0.004481804701275127,0.01767879906733083,,17049.6634765625,0.0018806866195009153,,,0.007835828340638253,,,0,0,1,0,neutral,25.0,1.0,tw_direction:0|tw_magnitude:0|tw_persistence:1|tw_risk_reversal:0,0.625,0.8375,0.6375,0.5125,0,0,0,0,neutral,0.0,1.0,breadth_direction:0|breadth_magnitude:0|breadth_persistence:0|breadth_reversal:0,463882620952,9575718,0,0,0,0,0,neutral,0.0,1.0,cap_direction:0|cap_magnitude:0|cap_persistence:0|cap_divergence:0|cap_volrisk:0,2023-07-26,1619,5537530,-3314,-11394115,official_taifex_market_level_range_download,False,0,0,0,0,0,-1,neutral,-20.0,1.0,deriv_level:0|deriv_change:0|deriv_persistence:0|deriv_trade_flow:0|deriv_divergence:-1,,2023-07-27,-0.0009385570789014475,,,,,,,,2023-07-27,0.02850005297481939,,,,,,,,2023-07-27,0.030021449833117275,,,,,,,,2023-07-27,0.005498773319373873,,,,,,,,0,0,0,0,0,False,neutral,0.0,1.0,external_nasdaq:0|external_sox:0|external_vix:0|external_fx:0|external_crossconfirm:0,0,0,ordinary_market,full_spec_v2
2023-07-28,0.018081888754667874,0.01774774859912398,0.1210856879396256,30.13716983795166,0.0027326516821271074,29.336815611521402,0.009099340302822334,0.00937345863627712,0.008372956618820109,-0.0064934712797832805,0.015397516295825087,0.02231029254259087,,17068.5330078125,0.003495750226098604,,,0.007825841153897117,,,0,0,1,0,neutral,25.0,1.0,tw_direction:0|tw_magnitude:0|tw_persistence:1|tw_risk_reversal:0,0.6375,0.825,0.6625,0.4625,0,0,0,0,neutral,0.0,1.0,breadth_direction:0|breadth_magnitude:0|breadth_persistence:0|breadth_reversal:0,505102121158,9576781,0,0,0,0,0,neutral,0.0,1.0,cap_direction:0|cap_magnitude:0|cap_persistence:0|cap_divergence:0|cap_volrisk:0,2023-07-27,2194,7558490,575,1948523,official_taifex_market_level_range_download,False,0,0,0,0,0,-1,neutral,-20.0,1.0,deriv_level:0|deriv_change:0|deriv_persistence:0|deriv_trade_flow:0|deriv_divergence:-1,,2023-07-28,0.020227637560051193,,,,,,,,2023-07-28,0.04133985105432236,,,,,,,,2023-07-28,-0.01985297427870314,,,,,,,,2023-07-28,0.008328588180507301,,,,,,,,0,0,0,0,0,False,neutral,0.0,1.0,external_nasdaq:0|external_sox:0|external_vix:0|external_fx:0|external_crossconfirm:0,0,0,ordinary_market,full_spec_v2
